,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,region,GDP,Medal Values,BMI
1896,18740,Alejandro Francisco Casaas Ramrez,M,26.0,188.0,79.0,Cuba,CUB,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 110 metres Hurdles,Silver,Cuba,19912889861.11111,1,22.351742870076958
1897,18760,Fabio Casartelli,M,21.0,185.0,72.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Cycling,"Cycling Men's Road Race, Individual",Gold,Italy,1315806985860.1729,1,21.0372534696859
1898,18794,Raffaello Caserta,M,23.0,181.0,76.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Men's Sabre, Team",Bronze,Italy,1308929351236.0396,1,23.198315069747565
1899,18811,"Swintayla Marie ""Swin"" Cash",F,24.0,185.0,74.0,United States,USA,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Gold,USA,12274928000000.0,1,21.62162162162162
1900,18811,"Swintayla Marie ""Swin"" Cash",F,32.0,185.0,74.0,United States,USA,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,Gold,USA,16155255000000.0,1,21.62162162162162
1901,18827,Charlotte Caslick,F,21.0,172.0,65.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold,Australia,1204616439828.4082,1,21.971335857220122
1902,18840,Andrea Cassar,M,20.0,193.0,93.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Men's Foil, Individual",Bronze,Italy,1798314750434.5667,1,24.967113211092915
1903,18840,Andrea Cassar,M,20.0,193.0,93.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Men's Foil, Team",Gold,Italy,1798314750434.5667,1,24.967113211092915
1904,18840,Andrea Cassar,M,28.0,193.0,93.0,Italy,ITA,2012 Summer,2012,Summer,London,Fencing,"Fencing Men's Foil, Team",Gold,Italy,2072823157059.7622,1,24.967113211092915
1905,18842,Ollan Conley Cassell,M,27.0,185.0,75.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,USA,685800000000.0,1,21.913805697589478
1906,18858,Igor Cassina,M,26.0,180.0,73.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horizontal Bar,Gold,Italy,1798314750434.5667,1,22.530864197530864
1907,18867,Luigi Castagnola,M,23.0,175.0,65.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Water Polo,Water Polo Men's Water Polo,Silver,Italy,223976030937.4273,1,21.224489795918366
1908,18870,Matteo Castaldo,M,30.0,188.0,86.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Bronze,Italy,1858913163927.7166,1,24.332277048438208
1909,18882,Carlos Castao Panadero,M,25.0,178.0,68.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,Spain,1069555500372.4857,1,21.461936624163616
1910,18896,Daniel Jorge Castellani,M,27.0,195.0,83.0,Argentina,ARG,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Men's Volleyball,Bronze,Argentina,126206817196.09116,1,21.827744904667984
1911,18970,Yalennis Castillo Ramrez,F,22.0,174.0,78.0,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Half-Heavyweight,Silver,Cuba,60806300000.0,1,25.762980578676178
1912,18974,Naomi Sandra Castle,F,26.0,180.0,72.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Gold,Australia,415446209885.0719,1,22.22222222222222
1913,18976,Kristi Castlin,F,28.0,170.0,60.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,Bronze,USA,18624475000000.0,1,20.761245674740486
1914,18981,Roberto Marcelo Castrillo Garca,M,39.0,160.0,58.0,Cuba,CUB,1980 Summer,1980,Summer,Moskva,Shooting,Shooting Mixed Skeet,Bronze,Cuba,19912889861.11111,1,22.656249999999996
1915,18992,Danel Castro Muagorri,M,24.0,173.0,100.0,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Silver,Cuba,30565400000.0,1,33.41240936883958
1916,19041,Omar Catari Peraza,M,20.0,170.0,57.0,Venezuela,VEN,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Featherweight,Bronze,Venezuela,56091900000.0,1,19.723183391003463
1917,19044,Tamika Devonne Catchings,F,25.0,185.0,77.0,United States,USA,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Gold,USA,12274928000000.0,1,22.498173849525198
1918,19044,Tamika Devonne Catchings,F,29.0,185.0,77.0,United States,USA,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Gold,USA,14718582000000.0,1,22.498173849525198
1919,19044,Tamika Devonne Catchings,F,33.0,185.0,77.0,United States,USA,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,Gold,USA,16155255000000.0,1,22.498173849525198
1920,19044,Tamika Devonne Catchings,F,37.0,185.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold,USA,18624475000000.0,1,22.498173849525198
1921,19057,Kelly Catlin,F,20.0,168.0,63.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Silver,USA,18624475000000.0,1,22.321428571428577
1922,19060,Jan Magnus Cato,M,25.0,187.0,85.0,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Handball,Handball Men's Handball,Silver,Sweden,280312318915.48474,1,24.307243558580453
1923,19092,"Robert Lewis ""Bob"" Cattrall",M,26.0,182.0,75.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Bronze,UK,461487097632.349,1,22.6421929718633
1924,19103,Tracy Ann Caulkins (-Stockwell),F,21.0,175.0,60.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Individual Medley,Gold,USA,4040693000000.0,1,19.591836734693878
1925,19103,Tracy Ann Caulkins (-Stockwell),F,21.0,175.0,60.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 400 metres Individual Medley,Gold,USA,4040693000000.0,2,19.591836734693878
1926,19103,Tracy Ann Caulkins (-Stockwell),F,21.0,175.0,60.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,USA,4040693000000.0,1,19.591836734693878
1927,19108,Terrance Davan Cauthen,M,20.0,175.0,60.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Lightweight,Bronze,USA,8100201000000.0,1,19.591836734693878
1928,19125,Massimo Cavaliere,M,25.0,175.0,70.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Sabre, Team",Bronze,Italy,888667913418.6254,1,22.857142857142858
1929,19132,Martina Cavallero,F,22.0,163.0,58.0,Argentina,ARG,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Silver,Argentina,545982375701.128,1,21.829952199932254
1930,19133,Pablo Oscar Cavallero Rodrguez,M,22.0,184.0,81.0,Argentina,ARG,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,Silver,Argentina,272149750000.0,1,23.92485822306238
1931,19141,Franco Cavallo,M,36.0,182.0,80.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Sailing,Sailing Mixed Two Person Keelboat,Bronze,Italy,87942231678.35052,1,24.151672503320853
1932,19144,"Christopher Carl ""Chris"" Cavanaugh",M,22.0,193.0,88.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,USA,4040693000000.0,1,23.624795296518027
1933,19155,Mark Simon Cavendish,M,31.0,175.0,70.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Omnium,Silver,UK,2647898654635.2383,1,22.857142857142858
1934,19160,Milorad avi,M,24.0,198.0,87.0,Serbia,SRB,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Butterfly,Silver,Serbia,49259526052.74256,1,22.19161310070401
1935,19169,"Warren Jay ""Rex"" Cawley",M,24.0,183.0,75.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres Hurdles,Gold,USA,685800000000.0,1,22.395413419331717
1936,19205,Saa ao,F,27.0,178.0,72.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Bronze,Serbia,38299854688.127655,1,22.724403484408533
1937,19265,Jane Barbro Irne Cederqvist,F,15.0,172.0,66.0,Sweden,SWE,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 400 metres Freestyle,Silver,Sweden,14842870293.420658,1,22.30935640886966
1938,19285,Henry Carlos Cejudo,M,21.0,165.0,55.0,United States,USA,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold,USA,14718582000000.0,1,20.202020202020204
1939,19335,"Matthew Gerald ""Matt"" Centrowitz, Jr.",M,26.0,176.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 1,500 metres",Gold,USA,18624475000000.0,1,20.983987603305785
1940,19340,Frederich Cepeda Cruz,M,24.0,177.0,94.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Gold,Cuba,38203000000.0,1,30.00414951003862
1941,19340,Frederich Cepeda Cruz,M,28.0,177.0,94.0,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Silver,Cuba,60806300000.0,1,30.00414951003862
1942,19359,Marc Yves Michel Cerboni,M,28.0,176.0,70.0,France,FRA,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's Foil, Team",Bronze,France,532648802822.1872,1,22.59814049586777
1943,19361,Simone Cercato,M,29.0,178.0,72.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,Italy,1798314750434.5667,1,22.724403484408533
1944,19381,Stefano Cerioni,M,20.0,191.0,87.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's Foil, Individual",Bronze,Italy,436443280912.49725,1,23.84803048162057
1945,19381,Stefano Cerioni,M,20.0,191.0,87.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's Foil, Team",Gold,Italy,436443280912.49725,1,23.84803048162057
1946,19381,Stefano Cerioni,M,24.0,191.0,87.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Foil, Individual",Gold,Italy,888667913418.6254,1,23.84803048162057
1947,19401,Matej Cernic,M,25.0,192.0,80.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Men's Volleyball,Silver,Italy,1798314750434.5667,1,21.70138888888889
1948,19448,Luisa Haydee Cervera Cevedon,F,24.0,173.0,70.0,Peru,PER,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Women's Volleyball,Silver,Peru,15439408447.2288,1,23.38868655818771
1949,19457,Jos ngel Csar Delgado,M,22.0,178.0,75.0,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,Cuba,30565400000.0,1,23.671253629592222
1950,19476,"Matthew J. ""Matt"" Cetlinski",M,23.0,183.0,73.0,United States,USA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,USA,5252629000000.0,1,21.798202394816204
1951,19489,Vladimir Ch'ant'uria,M,22.0,186.0,91.0,Georgia,GEO,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Heavyweight,Bronze,Georgia,3057453482.5582576,1,26.303618915481554
1952,19503,Cha Yeong-Cheol,M,29.0,172.0,65.0,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Silver,South Korea,196964195387.37064,1,21.971335857220122
1953,19527,Ak'ak'i Chachua,M,30.0,168.0,60.0,Georgia,GEO,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze,Georgia,3057453482.5582576,1,21.258503401360546
1954,19535,Julio Pablo Chacn,M,21.0,162.0,57.0,Argentina,ARG,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Featherweight,Bronze,Argentina,272149750000.0,1,21.719250114311837
1955,19580,Rakhim Ruslanovich Chakhkiyev,M,25.0,183.0,91.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Heavyweight,Gold,Russia,1660844408499.6113,1,27.173101615455817
1956,19586,Davit Gochayevich Chakvetadze,M,23.0,174.0,85.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold,Russia,1283162985989.3015,1,28.075042938300964
1957,19599,Angela Frances Chalmers (-Espinoza),F,28.0,170.0,56.0,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Women's 3,000 metres",Bronze,Canada,592387689252.9163,1,19.377162629757787
1958,19603,Kyle Chalmers,M,18.0,193.0,90.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,Gold,Australia,1204616439828.4082,1,24.161722462347985
1959,19603,Kyle Chalmers,M,18.0,193.0,90.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,Australia,1204616439828.4082,1,24.161722462347985
1960,19603,Kyle Chalmers,M,18.0,193.0,90.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,Australia,1204616439828.4082,1,24.161722462347985
1961,19611,Lori Christine Chalupny,F,24.0,163.0,61.0,United States,USA,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Gold,USA,14718582000000.0,1,22.95908765854944
1962,19625,"Marise Ann Millicent Chamberlain (-Stephen, -Schou)",F,28.0,169.0,55.0,New Zealand,NZL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 800 metres,Bronze,New Zealand,7274144350.818086,1,19.257028815517668
1963,19630,Carlton Chambers,M,21.0,183.0,73.0,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,Canada,628546387972.1306,1,21.798202394816204
1964,19634,Peter Chambers,M,22.0,186.0,72.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Lightweight Coxless Fours,Silver,UK,2662085168498.9336,1,20.811654526534856
1965,19636,Richard Scott Chambers,M,27.0,183.0,74.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Lightweight Coxless Fours,Silver,UK,2662085168498.9336,1,22.096807907073963
1966,19643,Frank Chamizo Marquez,M,24.0,172.0,65.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Welterweight, Freestyle",Bronze,Italy,1858913163927.7166,1,21.971335857220122
1967,19644,Miles Cleveland Chamley-Watson,M,26.0,193.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",Bronze,USA,18624475000000.0,1,21.47708663319821
1968,19653,Jos Antonio Chamot,M,27.0,185.0,74.0,Argentina,ARG,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,Silver,Argentina,272149750000.0,1,21.62162162162162
1969,19672,Erin Chan,F,21.0,167.0,55.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,Canada,742293448252.6428,1,19.721036967980208
1970,19733,Jennifer Kay Bellamy Chandler,F,17.0,168.0,52.0,United States,USA,1976 Summer,1976,Summer,Montreal,Diving,Diving Women's Springboard,Gold,USA,1877587000000.0,1,18.42403628117914
1971,19735,Michelle Louise Chandler (-Cleary),F,22.0,165.0,63.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Women's Basketball,Bronze,Australia,401819423368.7405,1,23.140495867768596
1972,19736,Tyson Cleotis Chandler,M,29.0,216.0,107.0,United States,USA,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,Gold,USA,16155255000000.0,1,22.9338134430727
1973,19760,Chang Hye-Jin,F,29.0,158.0,50.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,Gold,South Korea,1411245589976.6301,1,20.028841531805796
1974,19760,Chang Hye-Jin,F,29.0,158.0,50.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Team,Gold,South Korea,1411245589976.6301,1,20.028841531805796
1975,19779,Chang Si,F,25.0,170.0,56.0,China,CHN,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,China,8560547314679.278,1,19.377162629757787
1976,19791,Chang Yongxiang,M,24.0,178.0,74.0,China,CHN,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver,China,4598206091384.0,1,23.355636914530994
1977,19815,Chao Na,F,16.0,178.0,69.0,China,CHN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,China,863746717503.7887,1,21.777553339224845
1978,19827,Thibaud Chapelle,M,23.0,175.0,72.0,France,FRA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Double Sculls,Bronze,France,1368438363736.8713,1,23.510204081632654
1979,19835,Allysha Chapman,F,27.0,160.0,56.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Bronze,Canada,1529760492201.3523,1,21.874999999999996
1980,19837,Candace Marie Margaret Chapman,F,29.0,169.0,59.0,Canada,CAN,2012 Summer,2012,Summer,London,Football,Football Women's Football,Bronze,Canada,1824288757447.5667,1,20.65754000210077
1981,19847,James Jonathan Chapman,M,32.0,190.0,92.0,Australia,AUS,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxless Fours,Silver,Australia,1538194473087.2344,1,25.48476454293629
1982,19851,"Susan Claire ""Sue"" Chapman (-Popa)",F,21.0,177.0,75.0,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Fours,Bronze,Australia,193503894222.06122,1,23.93948099205209
1983,19854,"Francis Davis ""Frank"" Chapot",M,28.0,178.0,70.0,United States,USA,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver,USA,543300000000.0,1,22.093170054286073
1984,19854,"Francis Davis ""Frank"" Chapot",M,40.0,178.0,70.0,United States,USA,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver,USA,1282449000000.0,1,22.093170054286073
1985,19858,Pedro Chapp Garca,M,27.0,195.0,97.0,Cuba,CUB,1972 Summer,1972,Summer,Munich,Basketball,Basketball Men's Basketball,Bronze,Cuba,8135150891.920252,1,25.509533201840895
1986,19865,Michel Chapuis,M,23.0,176.0,69.0,France,FRA,1964 Summer,1964,Summer,Tokyo,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver,France,94906593388.31071,1,22.275309917355372
1987,19873,Nicolas Charbonnier,M,27.0,173.0,63.0,France,FRA,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Men's Two Person Dinghy,Bronze,France,2923465651091.2554,1,21.04981790236894
1988,19875,Germain Louis Marcel Chardin,M,25.0,195.0,90.0,France,FRA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Fours,Bronze,France,2923465651091.2554,1,23.668639053254438
1989,19875,Germain Louis Marcel Chardin,M,29.0,195.0,90.0,France,FRA,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxless Pairs,Silver,France,2681416108537.39,1,23.668639053254438
1990,19878,Michle Marie George Chardonnet (-Piasenta),F,27.0,170.0,60.0,France,FRA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 100 metres Hurdles,Bronze,France,532648802822.1872,1,20.761245674740486
1991,19891,Daedra Janel Charles (-Furlow),F,23.0,190.0,64.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Basketball,Basketball Women's Basketball,Bronze,USA,6539299000000.0,1,17.72853185595568
1992,19898,Peter Charles,M,52.0,175.0,78.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold,UK,2662085168498.9336,1,25.46938775510204
1993,19901,Tina Alexandria Charles,F,23.0,193.0,88.0,United States,USA,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,Gold,USA,16155255000000.0,1,23.624795296518027
1994,19901,Tina Alexandria Charles,F,27.0,193.0,88.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold,USA,18624475000000.0,1,23.624795296518027
1995,19902,Yorelvis Charles Martnez,M,25.0,176.0,87.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Gold,Cuba,38203000000.0,1,28.08626033057851
1996,19905,"Richard Ian ""Ric"" Charlesworth",M,24.0,173.0,71.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,Silver,Australia,104974158578.09152,1,23.722810651876106
1997,19914,Cdric Charlier,M,28.0,181.0,81.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver,Belgium,467955709817.53906,1,24.724520008546747
1998,19965,Irina Viktorovna Chashchina,F,22.0,165.0,46.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Silver,Russia,591016690742.7976,1,16.896235078053262
1999,19972,Brandi Denise Chastain,F,27.0,171.0,58.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Football,Football Women's Football,Gold,USA,8100201000000.0,1,19.835162956123252
2000,19972,Brandi Denise Chastain,F,32.0,171.0,58.0,United States,USA,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Silver,USA,10284779000000.0,1,19.835162956123252
2001,19972,Brandi Denise Chastain,F,36.0,171.0,58.0,United States,USA,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,Gold,USA,12274928000000.0,1,19.835162956123252
2002,20003,Arshad Ali Chaudry,M,26.0,175.0,68.0,Pakistan,PAK,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,Bronze,Pakistan,13338484979.79798,1,22.20408163265306
2003,20013,Anne-Caroline Stphanie Chausson,F,30.0,172.0,64.0,France,FRA,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Women's BMX,Gold,France,2923465651091.2554,1,21.63331530557058
2004,20031,Miguel Chaves Snchez,M,25.0,184.0,79.0,Spain,ESP,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Men's Hockey,Silver,Spain,232134606637.2708,1,23.334120982986768
2005,20080,Yuriy Volodymyrovych Cheban,M,22.0,185.0,93.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Bronze,Ukraine,179992405832.32077,1,27.173119065010955
2006,20080,Yuriy Volodymyrovych Cheban,M,26.0,185.0,93.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",Gold,Ukraine,175781379051.43286,1,27.173119065010955
2007,20080,Yuriy Volodymyrovych Cheban,M,30.0,185.0,93.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",Gold,Ukraine,93270479388.52426,1,27.173119065010955
2008,20093,Mauro Checcoli,M,21.0,171.0,63.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Gold,Italy,63175417019.00941,1,21.545090797168363
2009,20093,Mauro Checcoli,M,21.0,171.0,63.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,Italy,63175417019.00941,1,21.545090797168363
2010,20096,Jury Dimitri Chechi,M,26.0,165.0,60.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Men's Rings,Gold,Italy,1308929351236.0396,1,22.03856749311295
2011,20096,Jury Dimitri Chechi,M,34.0,165.0,60.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Rings,Bronze,Italy,1798314750434.5667,1,22.03856749311295
2012,20108,"Chandra Danette Cheeseborough (-Shellman, -Guice)",F,25.0,165.0,58.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 400 metres,Silver,USA,4040693000000.0,1,21.30394857667585
2013,20108,"Chandra Danette Cheeseborough (-Shellman, -Guice)",F,25.0,165.0,58.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,USA,4040693000000.0,1,21.30394857667585
2014,20108,"Chandra Danette Cheeseborough (-Shellman, -Guice)",F,25.0,165.0,58.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,USA,4040693000000.0,1,21.30394857667585
2015,20110,Gwen Wentz Cheeseman (-Alexander),F,32.0,157.0,58.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Women's Hockey,Bronze,USA,4040693000000.0,1,23.53036634346221
2016,20129,Adriana Chelariu-Bazon,F,25.0,181.0,81.0,Romania,ROU,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Fours,Bronze,Romania,40809523809.52381,1,24.724520008546747
2017,20129,Adriana Chelariu-Bazon,F,25.0,181.0,81.0,Romania,ROU,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Eights,Silver,Romania,40809523809.52381,1,24.724520008546747
2018,20129,Adriana Chelariu-Bazon,F,29.0,181.0,81.0,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Coxed Eights,Silver,Romania,25121666666.666668,1,24.724520008546747
2019,20133,Paul Kipkemboi Chelimo,M,25.0,175.0,57.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",Silver,USA,18624475000000.0,1,18.612244897959183
2020,20134,Richard Chelimo,M,19.0,163.0,54.0,Kenya,KEN,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 10,000 metres",Silver,Kenya,8209129171.7364855,1,20.32443825510934
2021,20143,Cipriano Chemello,M,23.0,174.0,74.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,Italy,87942231678.35052,1,24.441802087462015
2022,20144,Andrey Ivanovich Chemerkin,M,24.0,183.0,170.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold,Russia,391719993756.8284,1,50.762937083818564
